0,-89.79797,-44.55566,-34.48486,-43.41125
.01,-47.37854,-30.36499,-9.689331,-21.66748
.02,3.356934,-15.02991,17.31873,3.585815
.03,47.9126,.4577637,38.29956,33.79822
.04,73.77625,13.65662,51.95618,65.76538
.05,83.99963,26.93176,59.12781,90.17944
.06,76.14136,46.69189,52.41394,103.9124
.07,51.04065,72.93701,28.91541,108.49
.08,8.850098,98.49548,.3051758,106.6589
.09,-40.58838,110.321,-25.32959,89.79797
.1,-81.78711,96.43555,-40.20691,42.11426
.11,-106.2012,54.62646,-47.9126,-8.926392
.12,-112.4573,1.754761,-49.66736,-48.37036
.13,-97.27478,-41.65649,-41.50391,-69.50378
.14,-57.75452,-67.59644,-21.59119,-76.98059
.15,-13.73291,-76.06506,2.5177,-79.26941
.16,22.20154,-76.37024,21.82007,-77.66724
.17,43.56384,-71.94519,34.17969,-70.34302
.18,52.8717,-63.85803,42.03796,-57.06787
.19,46.84448,-52.948,39.36768,-41.50391
.2,18.61572,-41.35132,21.4386,-22.20154
.21,-28.9917,-26.01624,-2.822876,2.441406
.22,-72.93701,-7.171631,-21.20972,30.05981
.23,-99.4873,10.98633,-31.66199,57.60193
.24,-110.2448,28.22876,-33.87451,78.81165
.25,-107.193,45.85266,-27.31323,92.23938
.26,-87.73804,68.13049,-13.42773,100.0214
.27,-52.56653,89.95056,2.975464,102.3865
.28,-9.918213,100.8606,20.59937,92.23938
.29,30.97534,92.16309,35.40039,46.08154
.3,58.89893,51.87988,45.85266,-10.68115
.31,70.19043,-.4577637,47.8363,-54.39758
.32,64.16321,-42.95349,37.99438,-79.3457
.33,37.38403,-66.22314,19.30237,-82.77893
.34,-9.689331,-73.0896,-4.043579,-78.73535
.35,-58.21228,-71.41113,-22.20154,-74.3103
.36,-93.15491,-68.81714,-34.79004,-66.8335
.37,-106.6589,-64.69727,-39.90173,-54.85535
.38,-100.4791,-55.4657,-36.84998,-36.23962
.39,-79.80347,-41.19873,-23.80371,-12.05444
.4,-47.45483,-20.67566,-4.119873,15.79285
.41,-13.50403,2.365112,15.79285,45.92896
.42,15.33508,23.9563,31.12793,71.25854
.43,35.62927,43.94531,40.51208,90.17944
.44,49.1333,66.37573,45.16602,102.005
.45,56.6864,90.86609,44.55566,107.4982
.46,55.4657,111.1603,35.17151,105.4382
.47,39.82544,113.8306,16.63208,75.14954
.48,6.027222,87.81433,-6.561279,15.86914
.49,-37.53662,36.5448,-28.68652,-39.52026
.5,-76.828,-22.6593,-44.86084,-78.81165
.51,-103.302,-58.82263,-58.13599,-91.24756
.52,-109.1766,-72.32666,-63.55286,-91.01868
.53,-99.5636,-73.39478,-58.97522,-86.36475
.54,-70.34302,-71.41113,-45.70007,-78.35388
.55,-34.0271,-69.3512,-25.86365,-67.21497
.56,-2.746582,-62.86621,-4.882813,-51.42212
.57,17.85278,-52.71912,11.97815,-29.75464
.58,30.05981,-39.13879,22.96448,-2.441406
.59,34.94263,-21.66748,28.30505,29.60205
.6,26.77917,-2.059937,23.34595,59.89075
.61,-2.441406,19.22607,7.705688,81.78711
.62,-51.34583,45.01343,-12.96997,93.91785
.63,-103.9886,72.86072,-28.30505,97.96143
.64,-138.092,94.29932,-36.08704,93.84155
.65,-139.389,99.94507,-33.11157,58.97522
.66,-100.4791,79.57458,-15.94543,4.272461
.67,-36.08704,36.77368,14.72473,-37.46033
.68,20.90454,-13.27515,42.64832,-63.32397
.69,55.31311,-47.60742,59.66187,-68.96973
.7,67.67273,-61.95068,66.22314,-65.07874
.71,68.74084,-65.15503,65.61279,-63.32397
.72,64.92615,-63.40027,60.65369,-60.72998
.73,46.69189,-59.66187,46.15784,-55.16052
.74,-.2288818,-53.48206,16.86096,-45.24231
.75,-57.14417,-42.57202,-12.05444,-28.45764
.76,-104.5227,-28.9917,-32.04346,-4.806519
.77,-130.0812,-12.13074,-38.68103,21.66748
.78,-134.6588,3.356934,-33.49304,46.15784
.79,-110.7025,16.63208,-17.39502,64.62097
.8,-59.50928,31.43311,2.288818,76.9043
.81,-15.48767,51.04065,18.61572,84.30481
.82,14.80103,74.00513,29.14429,91.09497
.83,35.62927,96.74072,40.05432,94.29932
.84,51.42212,104.0649,47.98889,81.48193
.85,59.2041,91.32385,48.06519,39.36768
.86,47.60742,50.96436,32.42493,-10.98633
.87,9.918213,1.220703,5.874634,-45.01343
.88,-45.77637,-34.94263,-25.86365,-62.48474
.89,-91.09497,-55.69458,-50.27771,-70.34302
.9,-107.4982,-65.76538,-53.93982,-74.00513
.91,-91.32385,-66.52832,-37.68921,-73.92883
.92,-53.86353,-61.18774,-11.90186,-67.90161
.93,-19.83643,-54.85535,10.22339,-56.07605
.94,2.288818,-46.38672,22.04895,-37.53662
.95,11.3678,-34.0271,30.82275,-15.94543
.96,15.02991,-17.47131,38.37585,7.324219
.97,13.04626,3.051758,40.74097,30.89905
.98,-.8392334,21.28601,33.03528,51.80359
.99,-23.80371,37.68921,19.14978,66.22314
1,-59.43298,55.84717,1.373291,77.13318
1.01,-107.193,73.16589,-20.44678,83.23669
1.02,-145.4163,84.22852,-41.50391,75.45471
1.03,-144.043,80.6427,-46.53931,37.46033
1.04,-102.8442,47.8363,-34.79004,-14.11438
1.05,-45.08972,1.373291,-13.65662,-53.10059
1.06,.4577637,-35.78186,4.348755,-71.8689
1.07,27.61841,-51.26953,13.42773,-73.39478
1.08,47.22595,-54.245,20.67566,-65.76538
1.09,66.14685,-52.8717,26.85547,-55.3894
1.1,80.03235,-52.8717,31.89087,-41.73279
1.11,88.72986,-52.56653,35.85815,-24.49036
1.12,76.37024,-46.6156,30.2887,-6.256104
1.13,22.7356,-33.79822,2.746582,13.58032
1.14,-46.76819,-17.92908,-28.61023,32.34863
1.15,-94.68079,.1525879,-49.66736,47.60742
1.16,-119.0186,23.65112,-60.4248,56.6864
1.17,-109.1003,48.67554,-55.54199,65.91797
1.18,-62.78992,70.80078,-33.34045,73.01331
1.19,-11.74927,81.9397,-4.959106,59.81445
1.2,22.20154,80.26123,15.48767,28.30505
1.21,40.13062,54.1687,28.76282,-9.078979
1.22,48.82813,11.06262,37.07886,-37.99438
1.23,54.01611,-24.26147,42.34314,-53.93982
1.24,55.3894,-42.95349,46.08154,-56.7627
1.25,40.74097,-47.76001,39.21509,-52.8717
1.26,.6103516,-45.01343,17.31873,-45.3949
1.27,-57.60193,-41.80908,-11.13892,-36.39221
1.28,-104.3701,-39.52026,-35.47668,-23.04077
1.29,-123.291,-33.49304,-52.03247,-8.31604
1.3,-115.5853,-23.19336,-51.87988,9.307861
1.31,-67.74902,-8.926392,-32.04346,27.99988
1.32,-16.3269,7.171631,-6.027222,44.0979
1.33,24.03259,22.7356,13.8092,53.25317
1.34,50.04883,39.21509,27.38953,60.27222
1.35,68.43567,56.83899,34.56116,68.28308
1.36,77.81982,70.26672,38.60474,71.41113
1.37,85.29663,71.71631,44.25049,49.81995
1.38,83.1604,58.74634,44.86084,7.400513
1.39,44.63196,27.00806,23.80371,-31.96716
1.4,-17.47131,-14.19067,-8.239746,-57.37305
1.41,-74.53918,-44.0979,-36.16333,-70.72449
1.42,-103.9124,-57.29675,-53.25317,-72.55554
1.43,-112.381,-61.49292,-61.56921,-70.95337
