-95.21484,15.86914
-51.26953,47.60742
-24.41406,57.37305
-3.662109,51.26953
19.53125,41.50391
47.60742,34.17969
72.02148,28.07617
89.11133,21.97266
101.3184,20.75195
98.87695,19.53125
74.46289,10.98633
45.16602,0
10.98633,-17.08984
-30.51758,-30.51758
-69.58008,-48.82813
-103.7598,-67.13867
-124.5117,-74.46289
-131.8359,-63.47656
-117.1875,-34.17969
-72.02148,1.220703
-19.53125,28.07617
23.19336,42.72461
52.49023,47.60742
69.58008,47.60742
83.00781,45.16602
97.65625,39.0625
104.9805,31.73828
91.55273,23.19336
61.03516,10.98633
28.07617,-6.103516
-8.544922,-21.97266
-43.94531,-37.8418
-74.46289,-51.26953
-98.87695,-64.69727
-117.1875,-68.35938
-122.0703,-58.59375
-106.2012,-36.62109
-73.24219,-6.103516
-21.97266,19.53125
30.51758,36.62109
74.46289,45.16602
104.9805,42.72461
122.0703,36.62109
133.0566,29.29688
140.3809,24.41406
129.3945,17.08984
97.65625,4.882813
57.37305,-9.765625
14.64844,-24.41406
-25.63477,-36.62109
-63.47656,-43.94531
-89.11133,-47.60742
-111.084,-50.04883
-129.3945,-45.16602
-136.7188,-29.29688
-126.9531,-3.662109
-98.87695,26.85547
-46.38672,52.49023
13.42773,70.80078
61.03516,76.9043
95.21484,72.02148
119.6289,63.47656
137.9395,48.82813
151.3672,29.29688
142.8223,10.98633
106.2012,-10.98633
67.13867,-29.29688
29.29688,-42.72461
-8.544922,-48.82813
-45.16602,-51.26953
-80.56641,-54.93164
-112.3047,-62.25586
-137.9395,-65.91797
-148.9258,-56.15234
-151.3672,-25.63477
-120.8496,10.98633
-64.69727,40.2832
-18.31055,52.49023
13.42773,51.26953
42.72461,41.50391
68.35938,31.73828
91.55273,25.63477
113.5254,20.75195
129.3945,17.08984
122.0703,9.765625
86.66992,1.220703
43.94531,-9.765625
2.441406,-24.41406
-41.50391,-43.94531
-87.89063,-61.03516
-134.2773,-83.00781
-168.457,-92.77344
-186.7676,-78.125
-167.2363,-39.0625
-114.7461,10.98633
-64.69727,48.82813
-26.85547,65.91797
3.662109,63.47656
36.62109,54.93164
67.13867,46.38672
95.21484,37.8418
115.9668,26.85547
134.2773,18.31055
147.7051,10.98633
139.1602,4.882813
106.2012,-2.441406
63.47656,-10.98633
23.19336,-20.75195
-12.20703,-28.07617
-48.82813,-34.17969
-87.89063,-39.0625
-120.8496,-45.16602
-140.3809,-40.2832
-136.7188,-19.53125
-100.0977,9.765625
-53.71094,36.62109
-13.42773,50.04883
15.86914,46.38672
41.50391,32.95898
65.91797,18.31055
90.33203,3.662109
111.084,-3.662109
125.7324,-7.324219
131.8359,-12.20703
111.084,-15.86914
74.46289,-19.53125
41.50391,-23.19336
7.324219,-28.07617
-25.63477,-28.07617
-57.37305,-21.97266
-84.22852,-12.20703
-100.0977,-2.441406
-113.5254,3.662109
-112.3047,8.544922
-93.99414,15.86914
-54.93164,29.29688
-8.544922,45.16602
26.85547,51.26953
53.71094,48.82813
75.68359,34.17969
93.99414,17.08984
103.7598,1.220703
98.87695,-9.765625
78.125,-14.64844
53.71094,-19.53125
24.41406,-23.19336
-4.882813,-28.07617
-35.40039,-29.29688
-65.91797,-28.07617
-92.77344,-19.53125
-111.084,-9.765625
-118.4082,3.662109
-113.5254,18.31055
-91.55273,30.51758
-50.04883,45.16602
-4.882813,56.15234
31.73828,59.81445
65.91797,50.04883
95.21484,29.29688
115.9668,6.103516
114.7461,-17.08984
92.77344,-34.17969
64.69727,-43.94531
39.0625,-46.38672
14.64844,-43.94531
-6.103516,-37.8418
-29.29688,-25.63477
-50.04883,-10.98633
-73.24219,1.220703
-95.21484,13.42773
-98.87695,26.85547
-85.44922,42.72461
-62.25586,61.03516
-23.19336,75.68359
14.64844,81.78711
46.38672,73.24219
68.35938,41.50391
81.78711,-1.220703
85.44922,-46.38672
75.68359,-79.3457
54.93164,-97.65625
37.8418,-102.5391
21.97266,-100.0977
10.98633,-92.77344
-1.220703,-85.44922
-14.64844,-74.46289
-26.85547,-61.03516
-40.2832,-39.0625
-46.38672,-4.882813
-34.17969,25.63477
-20.75195,51.26953
-12.20703,73.24219
1.220703,95.21484
15.86914,114.7461
29.29688,124.5117
41.50391,114.7461
48.82813,90.33203
50.04883,56.15234
41.50391,17.08984
21.97266,-18.31055
-1.220703,-43.94531
-21.97266,-62.25586
-39.0625,-75.68359
-54.93164,-83.00781
-68.35938,-80.56641
-75.68359,-70.80078
-81.78711,-54.93164
-83.00781,-29.29688
-58.59375,2.441406
-18.31055,26.85547
12.20703,46.38672
40.2832,56.15234
61.03516,65.91797
78.125,73.24219
96.43555,69.58008
111.084,61.03516
113.5254,41.50391
89.11133,18.31055
51.26953,-7.324219
21.97266,-25.63477
-6.103516,-39.0625
-32.95898,-53.71094
-59.81445,-72.02148
-84.22852,-84.22852
-103.7598,-86.66992
-118.4082,-78.125
-125.7324,-54.93164
-118.4082,-21.97266
-83.00781,8.544922
-31.73828,34.17969
15.86914,53.71094
54.93164,62.25586
83.00781,61.03516
106.2012,53.71094
124.5117,40.2832
123.291,21.97266
93.99414,4.882813
64.69727,-9.765625
32.95898,-21.97266
3.662109,-23.19336
-18.31055,-19.53125
-40.2832,-14.64844
-63.47656,-14.64844
-85.44922,-25.63477
-109.8633,-35.40039
-125.7324,-32.95898
-118.4082,-17.08984
-85.44922,6.103516
-41.50391,24.41406
0,32.95898
31.73828,26.85547
58.59375,14.64844
83.00781,1.220703
106.2012,-10.98633
118.4082,-17.08984
103.7598,-18.31055
75.68359,-19.53125
43.94531,-20.75195
10.98633,-23.19336
-21.97266,-19.53125
-48.82813,-10.98633
-73.24219,1.220703
-91.55273,10.98633
-104.9805,14.64844
-112.3047,17.08984
-104.9805,13.42773
-80.56641,14.64844
-40.2832,18.31055
0,20.75195
30.51758,12.20703
54.93164,-6.103516
76.9043,-25.63477
96.43555,-39.0625
108.6426,-46.38672
106.2012,-48.82813
78.125,-50.04883
46.38672,-51.26953
18.31055,-48.82813
-9.765625,-36.62109
-35.40039,-13.42773
-59.81445,15.86914
-74.46289,40.2832
-74.46289,54.93164
-63.47656,68.35938
-51.26953,79.3457
-31.73828,89.11133
-12.20703,84.22852
0,62.25586
10.98633,20.75195
21.97266,-26.85547
36.62109,-59.81445
51.26953,-75.68359
56.15234,-81.78711
48.82813,-83.00781
39.0625,-83.00781
28.07617,-83.00781
17.08984,-78.125
2.441406,-61.03516
-6.103516,-30.51758
-3.662109,12.20703
0,53.71094
2.441406,80.56641
4.882813,92.77344
9.765625,96.43555
12.20703,92.77344
13.42773,83.00781
17.08984,69.58008
24.41406,52.49023
28.07617,29.29688
26.85547,-4.882813
18.31055,-42.72461
3.662109,-70.80078
-10.98633,-92.77344
-25.63477,-104.9805
-35.40039,-107.4219
-42.72461,-103.7598
-51.26953,-89.11133
-58.59375,-59.81445
-42.72461,-17.08984
-21.97266,24.41406
-9.765625,57.37305
-7.324219,76.9043
2.441406,87.89063
20.75195,101.3184
34.17969,112.3047
