0,-2.288818,56.6864
.01,-2.441406,37.46033
.02,-2.441406,1.525879
.03,-1.220703,-46.76819
.04,7.629395E-02,-86.74622
.05,1.449585,-106.5063
.06,1.525879,-105.8197
.07,2.593994,-87.50916
.08,2.746582,-54.01611
.09,3.128052,-16.25061
.1,3.356934,11.82556
.11,3.356934,26.85547
.12,3.814697,35.55298
.13,2.89917,40.20691
.14,2.212524,43.25867
.15,1.296997,47.60742
.16,2.365112,54.70276
.17,2.059937,58.44116
.18,1.831055,52.26135
.19,.8392334,42.72461
.2,0,19.37866
.21,-1.678467,-12.5885
.22,-2.89917,-53.48206
.23,-4.119873,-92.0105
.24,-4.577637,-115.8142
.25,-5.187988,-118.6371
.26,-4.348755,-100.8606
.27,-2.212524,-67.74902
.28,-.5340576,-27.00806
.29,.8392334,7.781982
.3,1.220703,27.84729
.31,1.449585,43.33496
.32,2.212524,54.93164
.33,2.746582,61.49292
.34,3.128052,61.11145
.35,2.441406,55.4657
.36,1.144409,52.03247
.37,.4577637,43.64014
.38,-.7629395,25.40588
.39,7.629395E-02,-4.043579
.4,.2288818,-35.01892
.41,-.3814697,-59.2041
.42,-1.220703,-74.46289
.43,-1.373291,-70.5719
.44,-1.907349,-50.4303
.45,-2.13623,-22.7356
.46,-1.754761,1.525879
.47,-1.983643,19.68384
.48,-1.525879,30.36499
.49,-.6103516,37.15515
.5,1.068115,38.45215
.51,2.288818,35.62927
.52,.6103516,33.41675
.53,1.144409,30.82275
.54,1.373291,23.11707
.55,.8392334,8.773804
.56,.3051758,-9.689331
.57,.6866455,-32.57751
.58,.2288818,-49.59106
.59,.6103516,-59.2041
.6,0,-57.52563
.61,-.9155273,-44.86084
.62,-1.907349,-23.57483
.63,-1.983643,-1.602173
.64,-1.525879,15.41138
.65,-1.831055,30.59387
.66,-2.13623,40.66467
.67,-1.983643,44.78455
.68,-1.068115,45.62378
.69,-.9155273,47.9126
.7,.3051758,51.72729
.71,1.068115,53.48206
.72,2.212524,46.69189
.73,2.822876,26.474
.74,3.128052,-2.365112
.75,3.433228,-36.84998
.76,3.28064,-64.39209
.77,3.433228,-83.69446
.78,2.5177,-85.06775
.79,1.907349,-66.98608
.8,1.144409,-37.15515
.81,-.3051758,-6.332397
.82,-2.670288,16.4032
.83,-2.822876,28.83911
.84,-3.128052,35.55298
.85,-4.119873,37.30774
.86,-5.187988,34.10339
.87,-5.874634,32.65381
.88,-4.653931,34.33228
.89,-4.501343,35.40039
.9,-3.738403,30.44128
.91,-2.822876,11.74927
.92,-.2288818,-13.35144
.93,1.220703,-48.06519
.94,2.441406,-77.05688
.95,3.814697,-95.06226
.96,5.950928,-97.42737
.97,6.942749,-79.57458
.98,5.41687,-48.06519
.99,4.882813,-16.17432
1,3.509521,5.187988
1.01,.9155273,17.47131
1.02,-.3051758,27.84729
1.03,-.5340576,35.93445
1.04,-1.068115,39.97803
1.05,-1.754761,42.72461
1.06,-3.738403,46.69189
1.07,-4.425049,49.1333
1.08,-5.111694,49.05701
1.09,-4.043579,39.67285
1.1,-3.128052,15.48767
1.11,-1.983643,-14.87732
1.12,.1525879,-45.24231
1.13,1.602173,-71.41113
1.14,3.051758,-81.48193
1.15,3.433228,-74.76807
1.16,3.509521,-52.26135
1.17,2.288818,-21.59119
1.18,-.3814697,7.629395
1.19,-1.754761,26.93176
1.2,-3.051758,37.00256
1.21,-2.670288,41.96167
1.22,-3.433228,41.88538
1.23,-2.89917,40.58838
1.24,-1.754761,42.57202
1.25,-1.449585,40.89355
1.26,-.7629395,39.36768
1.27,-.5340576,30.89905
1.28,.3814697,11.21521
1.29,1.449585,-15.41138
1.3,2.365112,-40.66467
1.31,1.983643,-62.71362
1.32,1.754761,-72.40295
1.33,2.670288,-65.91797
1.34,3.128052,-43.18237
1.35,3.356934,-15.48767
1.36,3.051758,8.926392
1.37,2.593994,23.42224
1.38,1.220703,33.79822
1.39,-.3814697,39.82544
1.4,-2.288818,38.22327
1.41,-2.670288,34.79004
1.42,-3.814697,32.42493
1.43,-3.662109,31.73828
1.44,-3.967285,30.2124
1.45,-3.28064,25.40588
1.46,-1.754761,11.21521
1.47,-.8392334,-17.08984
1.48,.3051758,-46.99707
1.49,.1525879,-72.25037
1.5,.3814697,-86.05957
1.51,-.3051758,-82.77893
1.52,.8392334,-61.7218
1.53,.6866455,-32.04346
1.54,.7629395,-2.975464
1.55,1.449585,18.61572
1.56,3.051758,33.72192
1.57,2.13623,44.70825
1.58,7.629395E-02,47.76001
1.59,-.9918213,47.45483
1.6,-1.525879,48.29407
1.61,-1.907349,49.20959
1.62,-1.831055,46.76819
1.63,-1.449585,39.21509
1.64,-.6866455,20.1416
1.65,.4577637,-4.119873
